feature,sel_freq,mean_abs_coef,coef_at_Cstar,is_flag,cohens_d,t_p_fdr,mw_p_fdr,univariate_rank
S102,0.4,0.017424296571074072,-0.029598307137458278,False,-0.20435458498942963,0.4093549048549527,0.19557462620177787,100.33333333333333
S014,0.39,0.014557039986410234,-0.03751133273740494,False,-0.2399594929763725,0.24085773934860674,0.260065110232348,65.0
S306,0.325,0.0122356835320632,0.030932749712118443,False,0.16426352017556498,0.5646102508205018,0.5908035446519494,132.33333333333334
S488,0.295,0.013149272102908475,-0.023136732708914542,False,-0.24577948084846785,0.222748924086013,0.24848867794763677,58.0
S000,0.265,0.012762375510067625,0.0,False,-0.32118697871451646,0.14420757396509773,0.014349207916218458,38.333333333333336
S423,0.23,0.008108506822002202,0.00862479529877509,False,0.14367124737905254,0.6532620853617516,0.8567644872764487,152.33333333333334
S126,0.22,0.00687066346089063,0.0,False,0.21025270183766556,0.36232377068089533,0.3845573726075882,90.0
S067,0.21,0.007329110742786452,0.0,False,0.24327509396970287,0.4021435415569087,0.6681178499077132,79.66666666666667
S301,0.19,0.007148108333724611,0.0,False,0.15908461856693243,0.6471567441408629,0.7819970686024711,143.33333333333334
S130,0.18,0.0052906380905590085,0.01182438250005424,False,0.23729192955848066,0.1440991807443509,0.404800742164386,55.0
